"","SAMPLE_NUMBER","ANALYSIS","REPORTED_NAME","UNITS","ENTRY","REPLICATE_COUNT","ENTRY2"
"248",10404027,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"249",10405090,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"250",10407342,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"251",10408214,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"252",10408460,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"253",10409091,"AFLA100716","Aflatoxin M1","UG_P_KG","95.7",1,95.7
"254",10409096,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"255",10409867,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"256",10412647,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"257",10413047,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"258",10415398,"AFLA100716","Aflatoxin M1","UG_P_KG","97.7",1,97.7
"259",10415399,"AFLA100716","Aflatoxin M1","UG_P_KG","65.900000000000006",1,65.9
"260",10415400,"AFLA100716","Aflatoxin M1","UG_P_KG","58.2",1,58.2
"261",10417509,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"262",10420208,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"263",10420836,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"264",10421994,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"265",10425803,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"266",10425973,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"267",10426505,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"268",10431039,"AFLA100716","Aflatoxin M1","UG_P_KG","97.4",1,97.4
"269",10431040,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"270",10431473,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"271",10432561,"AFLA100716","Aflatoxin M1","UG_P_KG","7.4999999999999997E-2",1,0.075
"272",10435228,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"273",10443072,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"274",10443074,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"275",10443516,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"276",10446732,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"277",10447614,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"278",10448008,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"279",10448407,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"280",10448505,"AFLA100716","Aflatoxin M1","UG_P_KG","100.4",1,100.4
"281",10449146,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"282",10451725,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"283",10451759,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"284",10453274,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"285",10454213,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"286",10459911,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"287",10459941,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"288",10462042,"AFLA100716","Aflatoxin M1","UG_P_KG","73.174999999999997",1,73.175
"289",10462045,"AFLA100716","Aflatoxin M1","UG_P_KG","105.8",1,105.8
"290",10462046,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"291",10464461,"AFLA100716","Aflatoxin M1","UG_P_KG","5.1999999999999998E-2",1,0.052
"292",10466942,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"293",10468042,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"294",10471723,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"295",10473306,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"296",10475135,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"297",10476377,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"298",10478998,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"299",10479457,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"300",10484831,"AFLA100716","Aflatoxin M1","UG_P_KG","97.1",1,97.1
"301",10484833,"AFLA100716","Aflatoxin M1","UG_P_KG","85.2",1,85.2
"302",10484834,"AFLA100716","Aflatoxin M1","UG_P_KG","61.8",1,61.8
"303",10489043,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"304",10489360,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"305",10492554,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"306",10493164,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"307",10497211,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"308",10497214,"AFLA100716","Aflatoxin M1","UG_P_KG","74",1,74
"309",10499247,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"310",10499634,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"311",10499637,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"312",10500279,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"313",10500593,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"314",10502582,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"315",10502704,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"316",10503480,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"317",10504325,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"318",10511694,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"319",10511697,"AFLA100716","Aflatoxin M1","UG_P_KG","62.6",1,62.6
"320",10512613,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"321",10514747,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"322",10517727,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"323",10526910,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"324",10528088,"AFLA100716","Aflatoxin M1","UG_P_KG","100.4",1,100.4
"325",10532485,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"326",10536932,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"327",10537072,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"328",10537725,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"329",10537732,"AFLA100716","Aflatoxin M1","UG_P_KG","68.599999999999994",1,68.6
"330",10540368,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"331",10540637,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"332",10541599,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"333",10548620,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"334",10549714,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"335",10550332,"AFLA100716","Aflatoxin M1","UG_P_KG","107.1",1,107.1
"336",10550333,"AFLA100716","Aflatoxin M1","UG_P_KG","104.5",1,104.5
"337",10552543,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"338",10553466,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"339",10553713,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"340",10555671,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"341",10558462,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"342",10559358,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"343",10560300,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"344",10566020,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"345",10566958,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"346",10567065,"AFLA100716","Aflatoxin M1","UG_P_KG","62.7",1,62.7
"347",10567489,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"348",10572540,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"349",10574733,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"350",10575278,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"351",10575661,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"352",10579908,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"353",10581900,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"354",10583658,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"355",10583659,"AFLA100716","Aflatoxin M1","UG_P_KG","70.8",1,70.8
"356",10586020,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"357",10589397,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"358",10592900,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"359",10593212,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"360",10596304,"AFLA100716","Aflatoxin M1","UG_P_KG","82.9",1,82.9
"361",10598687,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"362",10602221,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"363",10602289,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"364",10605801,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"365",10605818,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"366",10609373,"AFLA100716","Aflatoxin M1","UG_P_KG","88.5",1,88.5
"367",10609377,"AFLA100716","Aflatoxin M1","UG_P_KG","41.6",1,41.6
"368",10609379,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"369",10613654,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"370",10614649,"AFLA100716","Aflatoxin M1","UG_P_KG","0.76",1,0.76
"371",10616359,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"372",10616384,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"373",10621729,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"374",10625715,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"375",10629032,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"376",10629587,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"377",10629588,"AFLA100716","Aflatoxin M1","UG_P_KG","75.7",1,75.7
"378",10630491,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"379",10634276,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"380",10635354,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"381",10635738,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"382",10635745,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"383",10638600,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"384",10641534,"AFLA100716","Aflatoxin M1","UG_P_KG","54.9",1,54.9
"385",10641536,"AFLA100716","Aflatoxin M1","UG_P_KG","94.7",1,94.7
"386",10642260,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"387",10643349,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"388",10644107,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"389",10646886,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"390",10646955,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"391",10647060,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"392",10647150,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"393",10647208,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"394",10647237,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"395",10652955,"AFLA100716","Aflatoxin M1","UG_P_KG","66.5",1,66.5
"396",10652960,"AFLA100716","Aflatoxin M1","UG_P_KG","74.400000000000006",1,74.4
"397",10653076,"AFLA100716","Aflatoxin M1","UG_P_KG","104.2",1,104.2
"398",10654697,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"399",10656352,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"400",10664797,"AFLA100716","Aflatoxin M1","UG_P_KG","66.400000000000006",1,66.4
"401",10664798,"AFLA100716","Aflatoxin M1","UG_P_KG","94.5",1,94.5
"402",10664801,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"403",10670269,"AFLA100716","Aflatoxin M1","UG_P_KG","0.67600000000000005",1,0.676
"404",10678649,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"405",10678694,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"406",10678903,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"407",10682538,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"408",10683358,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"409",10686455,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"410",10698603,"AFLA100716","Aflatoxin M1","UG_P_KG","89.2",1,89.2
"411",10698607,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"412",10698609,"AFLA100716","Aflatoxin M1","UG_P_KG","78.599999999999994",1,78.6
"413",10702214,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"414",10705157,"AFLA100716","Aflatoxin M1","UG_P_KG","86",1,86
"415",10710140,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"416",10710158,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"417",10713139,"AFLA100716","Aflatoxin M1","UG_P_KG","91.5",1,91.5
"418",10714848,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"419",10716350,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"420",10718392,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"421",10720007,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"422",10720699,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"423",10722444,"AFLA100716","Aflatoxin M1","UG_P_KG","93.8",1,93.8
"424",10723791,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"425",10723794,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"426",10726378,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"427",10727265,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"428",10728225,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"429",10730712,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"430",10730715,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"431",10730716,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"432",10730717,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"433",10730718,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"434",10730719,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"435",10732514,"AFLA100716","Aflatoxin M1","UG_P_KG","94.9",1,94.9
"436",10732517,"AFLA100716","Aflatoxin M1","UG_P_KG","71.099999999999994",1,71.1
"437",10735221,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"438",10736842,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"439",10738546,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"440",10745122,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"441",10746623,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"442",10746682,"AFLA100716","Aflatoxin M1","UG_P_KG","102.3",1,102.3
"443",10759694,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"444",10761164,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"445",10763853,"AFLA100716","Aflatoxin M1","UG_P_KG","72.900000000000006",1,72.9
"446",10763862,"AFLA100716","Aflatoxin M1","UG_P_KG","88.6",1,88.6
"447",10767514,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"448",10772146,"AFLA100716","Aflatoxin M1","UG_P_KG","106",1,106
"449",10774163,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"450",10775509,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"451",10779974,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"452",10780243,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"453",10785694,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"454",10789135,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"455",10793760,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"456",10793763,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"457",10793994,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"458",10793997,"AFLA100716","Aflatoxin M1","UG_P_KG","99.1",1,99.1
"459",10795350,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"460",10798451,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"461",10807508,"AFLA100716","Aflatoxin M1","UG_P_KG","9.5000000000000001E-2",1,0.095
"462",10808426,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"463",10811521,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"464",10811523,"AFLA100716","Aflatoxin M1","UG_P_KG","88",1,88
"465",10811524,"AFLA100716","Aflatoxin M1","UG_P_KG","76.8",1,76.8
"466",10814316,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"467",10814773,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"468",10814838,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"469",10815584,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"470",10819539,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"471",10822381,"AFLA100716","Aflatoxin M1","UG_P_KG","99.1",1,99.1
"472",10822383,"AFLA100716","Aflatoxin M1","UG_P_KG","84.6",1,84.6
"473",10826322,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"474",10826324,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"475",10826327,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"476",10826330,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"477",10826333,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"478",10826337,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"479",10826341,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"480",10826346,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"481",10826348,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"482",10826353,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"483",10827566,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"484",10830409,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"485",10832787,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"486",10836786,"AFLA100716","Aflatoxin M1","UG_P_KG","88.8",1,88.8
"487",10840178,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"488",10840259,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"489",10840957,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"490",10842047,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"491",10844549,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"492",10847854,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"493",10850268,"AFLA100716","Aflatoxin M1","UG_P_KG","77.7",1,77.7
"494",10850269,"AFLA100716","Aflatoxin M1","UG_P_KG","85.1",1,85.1
"495",10850270,"AFLA100716","Aflatoxin M1","UG_P_KG","85.3",1,85.3
"496",10850271,"AFLA100716","Aflatoxin M1","UG_P_KG","93.1",1,93.1
"497",10854425,"AFLA100716","Aflatoxin M1","UG_P_KG","4.1000000000000002E-2",1,0.041
"498",10854429,"AFLA100716","Aflatoxin M1","UG_P_KG","4.4999999999999998E-2",1,0.045
"499",10854871,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"500",10856955,"AFLA100716","Aflatoxin M1","UG_P_KG","0",1,0
"501",10869136,"AFLA100716","Aflatoxin M1","UG_P_KG","70.3",1,70.3
"502",10869143,"AFLA100716","Aflatoxin M1","UG_P_KG","76.099999999999994",1,76.1
"503",10869279,"AFLA100716","Aflatoxin M1","UG_P_KG","97.1",1,97.1
